topic,lang,layer,target,verb,predicate,role,context,frame_type
36,zh,window,主教,洗脑,洗脑,unknown,"纯属个人看法啊，那帮给保守派投票的天主教徒，估计就算还去教堂，嘴上听主教的，心里还不是因为恨透了另一派。这帮人到底是真支持保守派，还是纯粹为了反自由派，鬼才知道。

你永远别低估人能有多恨，那种极右翼的弱智洗脑包，从九十年代开始，像填鸭一样硬塞给他们快三十年了。

至于那些支持进步派的天主教徒，我估",cognitive_manipulation
36,zh,window,保守派,洗脑,洗脑,unknown,"纯属个人看法啊，那帮给保守派投票的天主教徒，估计就算还去教堂，嘴上听主教的，心里还不是因为恨透了另一派。这帮人到底是真支持保守派，还是纯粹为了反自由派，鬼才知道。

你永远别低估人能有多恨，那种极右翼的弱智洗脑包，从九十年代开始，像填鸭一样硬塞给他们快三十年了。

至于那些支持进步派的天主教徒，我估",cognitive_manipulation
9,zh,svo,耶稣,严厉,严厉,patient,那钉子岂不是耶稣最严厉的父亲，孔子最慈爱的爹？,other
9,zh,svo,孔子,慈爱,慈爱,patient,那钉子岂不是耶稣最严厉的父亲，孔子最慈爱的爹？,other
21,zh,svo,教会,找到,找到,patient,"笑死，又来这套“教会里都是凡人，人无完人”的话术了？别洗了，不就是一帮伪君子凑在一起，还非要说成是“信仰之旅”？说得真好听。按你这逻辑，要是找到了完美的教会，自己一进去就不完美了，合着都是信徒的错，你们教会永远伟光正呗？

都什么年代了，还搁这儿讲水上行走的神话故事来pua我们？意思就是让我们别带脑",other
21,zh,svo,教会,伟光,伟光,agent,"笑死，又来这套“教会里都是凡人，人无完人”的话术了？别洗了，不就是一帮伪君子凑在一起，还非要说成是“信仰之旅”？说得真好听。按你这逻辑，要是找到了完美的教会，自己一进去就不完美了，合着都是信徒的错，你们教会永远伟光正呗？

都什么年代了，还搁这儿讲水上行走的神话故事来pua我们？意思就是让我们别带脑",moral_accusation
21,zh,svo,信徒,优越感,优越感,agent,"笑死，又来这套“教会里都是凡人，人无完人”的话术了？别洗了，不就是一帮伪君子凑在一起，还非要说成是“信仰之旅”？说得真好听。按你这逻辑，要是找到了完美的教会，自己一进去就不完美了，合着都是信徒的错，你们教会永远伟光正呗？

都什么年代了，还搁这儿讲水上行走的神话故事来pua我们？意思就是让我们别带脑",moral_accusation
6,zh,svo,教皇,狡皇,狡皇,agent,"我真是活久见了，天主教会那帮高层，为了捂住那些见不得光的娈童丑闻，良心早就麻木了，现在才跳出来装傻充愣。
方济各还说他刚知道，他不了解情况？呵呵，他那点黑历史骗得了谁？
教皇（不如叫“狡皇”）方济各，与其天天信口开河（撒谎），不如真正撸起袖子干点实事，让事情透明化。但他会吗？他才不干，因为他压根就不",moral_accusation
6,zh,svo,主教,追究,追究 责任,patient,"我真是活久见了，天主教会那帮高层，为了捂住那些见不得光的娈童丑闻，良心早就麻木了，现在才跳出来装傻充愣。
方济各还说他刚知道，他不了解情况？呵呵，他那点黑历史骗得了谁？
教皇（不如叫“狡皇”）方济各，与其天天信口开河（撒谎），不如真正撸起袖子干点实事，让事情透明化。但他会吗？他才不干，因为他压根就不",institutional_rot
6,zh,window,教会,丑闻,丑闻,unknown,"我真是活久见了，天主教会那帮高层，为了捂住那些见不得光的娈童丑闻，良心早就麻木了，现在才跳出来装傻充愣。
方济各还说他刚知道，他不了解情况？呵呵，他那点黑历史骗得了谁？
教皇（不如叫“狡皇”）方济各，与其天天信口开河（撒谎），不如真正撸起袖子干点实事，让事情透明化。但他会吗？他才不干，因为他压根就不",institutional_rot
6,zh,window,主教,丑闻,丑闻,unknown,"我真是活久见了，天主教会那帮高层，为了捂住那些见不得光的娈童丑闻，良心早就麻木了，现在才跳出来装傻充愣。
方济各还说他刚知道，他不了解情况？呵呵，他那点黑历史骗得了谁？
教皇（不如叫“狡皇”）方济各，与其天天信口开河（撒谎），不如真正撸起袖子干点实事，让事情透明化。但他会吗？他才不干，因为他压根就不",institutional_rot
6,zh,window,教皇,丑闻,丑闻,unknown,"各还说他刚知道，他不了解情况？呵呵，他那点黑历史骗得了谁？
教皇（不如叫“狡皇”）方济各，与其天天信口开河（撒谎），不如真正撸起袖子干点实事，让事情透明化。但他会吗？他才不干，因为他压根就不想。

方济各和这个组织里的每一个头目，几十年来对该做什么一清二楚，但他们就是揣着明白装糊涂，拒绝行动！
他们",institutional_rot
40,zh,svo,基督教,叫做,叫做 骗子,agent,"什么叫做骗子，基督教就叫做骗子。理由已经写得很清楚了。
剩下的各种借口，都是典型的骗子表现。",moral_accusation
10,zh,svo,耶稣,搞清,搞清,agent,你这经是念歪了吧？连耶稣是干嘛的都没搞清，还搁这儿谈基督教呢。,other
40,zh,window,教徒,洗脑,洗脑,unknown,"坑人的，恰恰是那种张口闭口“感谢主”、管谁都叫“弟兄姊妹”的教徒。

我寻思他们就是需要这么个信仰来给自己洗脑，好心安理得地去宰人——反正我这么干，都是为了养家糊口嘛。",cognitive_manipulation
43,zh,svo,教会,隶属于,隶属于,patient,在西方，教师、律师、医生这三种人是归神管的，隶属于教会，因为他们需要信仰的力量。在中国古代，这三种人是归孔夫子管的，叫先生，当不了良相也就成了名医，他们都是孔子的门生，同意因为他们需要信仰的力量。现在这三种人归谁管呢？,other
46,zh,svo,大卫王,弄死,弄死,agent,@DevinSenaUI 你们那圣经里的大卫王，为了搞人老婆，先把人家老公弄死，就这上帝还说他是最合心意的。装你妈的圣人呢，吃屎吧。,dehumanization
37,zh,svo,基督教,易于,易于,agent,把自己交给上帝就是标准化，所以基督教易于操作；把自己交给佛就是个性化，所以佛教难以扩张，,other
37,zh,svo,佛教,交给,交给 个性化,patient,把自己交给上帝就是标准化，所以基督教易于操作；把自己交给佛就是个性化，所以佛教难以扩张，,other
37,zh,svo,佛教,扩张,扩张,agent,把自己交给上帝就是标准化，所以基督教易于操作；把自己交给佛就是个性化，所以佛教难以扩张，,political_interference
45,zh,svo,耶稣,看待,看待 事,agent,常识和逻辑。现场目击证人，当事妈妈陈述。 //@约翰王仆:如果站在基督徒的立场上应该想耶稣怎么看待这件事，或者耶稣怎么看待韩磊的懊悔。站在公众的立场上，我们国人缺少的就是理性，凭什么就认定韩磊是故意摔孩子呢，录像能显示人的心理和动机吗。,other
29,zh,svo,基督徒,过逾,过逾,agent,基督徒过逾越节吗？,other
9,zh,svo,洪秀全,不如,不如,agent,说洪秀全胡搅蛮缠不如想想圣经是不是也胡搅蛮缠,dehumanization
22,zh,svo,圣母婊,黑假,黑假 恶心,patient,海黑假装圣母婊，真他ma的恶心！,dehumanization
37,zh,svo,佛教,复杂,复杂,agent,基督教的操作模式是：把你的一切都交给主，你就得救了。佛教的模式是：要解脱，一切的一切还得靠你自己。比较之下，听起来当然是第一种模式简单。 //@魏小鸥:佛教其实不复杂，说复杂，是因为世人的心被贪嗔痴给障住了。,other
2,zh,svo,教会,合一,合一,agent,"什么按立女牧师根本不是重点。一帮人天天扯什么教会合一、反对悖逆，最后还抬出圣经来压人。

在我看，问题就一个：

那些满脑子歧视女性的男的，其实就是被自己骨子里的懦弱给绑架了，非要踩在女人头上才觉得自己是个爷们儿。

说白了，就是心理学上典型的补偿机制。骨子里极度自卑，病态地害怕“失控”。这毛病还挺",other
43,zh,svo,传教士,没有,没有,patient,我还发现一个现象，就是回教也没有传教士。。。,other
22,zh,svo,圣母婊,拯救,拯救,patient,"圣母：牺牲自己拯救他人
圣母婊：牺牲旁人拯救他人",other
20,zh,svo,修女,疯狂,疯狂,agent,修女也疯狂？,dehumanization
2,zh,svo,教会,祝圣,祝圣 神父,agent,"你前面说的几句还算人话，后面就开始跑偏了。你说“神父修士就该有更高的标准”，废话，教会官方本来就是这么要求的！

首先，神父的培养可不只是上台念经那么简单，那是一整套的灵修生活。跟新教牧师那种能比吗？人家新教的神学院跟上个班差不多，每天读完书就回家了。天主教的修生呢？人家是全天候住在修院里，集体念日",other
2,zh,svo,神父,祝圣,祝圣,patient,"你前面说的几句还算人话，后面就开始跑偏了。你说“神父修士就该有更高的标准”，废话，教会官方本来就是这么要求的！

首先，神父的培养可不只是上台念经那么简单，那是一整套的灵修生活。跟新教牧师那种能比吗？人家新教的神学院跟上个班差不多，每天读完书就回家了。天主教的修生呢？人家是全天候住在修院里，集体念日",other
30,zh,svo,基督教,教指,教指 天主教,patient,一般来说，新教指基督教，以区分老牌的天主教。,other
30,zh,svo,天主教,教指,教指 基督教,patient,一般来说，新教指基督教，以区分老牌的天主教。,other
7,zh,svo,耶稣,惩罚,惩罚,patient,"谢楼主，分析得不错。不过我觉得这位博伊德博士前提就搞错了。他说什么“天父为了人类的罪而惩罚耶稣，这种赎罪论不仅不完备，而且有害”。

讲“天父惩罚耶稣”这说法本身就不完全符合圣经，因为“耶稣就是神”自己啊，所以这种二元对立根本就不成立。

你看哥林多后书5:19怎么说：“这就是神在基督里，叫世人与自",moral_accusation
12,zh,svo,神父,要求,要求 做法,patient,这个问题问的好，基督教 普遍认为，天主教要求神父终身不娶的做法，在圣经中找不到明确支持，甚至与圣经的教导和榜样存在冲突。————————创世纪中说过，树上的果子你不可以吃。牧师结婚生子就是吃了禁果。哥林多书说过，你没有妻子的束缚吗？那就不要寻求妻子，独身比结婚更好。,cognitive_manipulation
